,count,gender,name,probability
631,,,LEAFYOUNG,
632,,,JMFVALAIS,
633,,,DWNUNDER,
634,,,SCERABI,
635,43.0,male,MANJUNATH,1.0
636,,,MARTYGRAS,
637,,,DACOLONEL,
638,,,FARAMIN,
639,7.0,female,CHICA,1.0
640,,,KNOWKNOWBEAN,
641,,,INDAKNOW,
642,,,BIOLEPER,
643,,,WMSHALL,
644,,,ONTHELINKS,
645,,,MRSIMONPOWERS,
646,,,SCOTTTRADE,
647,,,AMGUL,
648,,,INERTIAFIGHTER,
649,,,JOEKNOWS,
650,,,BWILLIE,
651,,,BRUNOT,
652,,,JAMESSTICK,
653,,,LEMMING,
654,,,CLUCKCLUCK,
655,,,BASKI,
656,,,WORKFORCE,
657,,,AMOSESJR,
658,,,INVESTOROFVALUE,
659,,,CLEATUS,
660,,,DSMINFLA,
661,7.0,male,NK,0.86
662,,,DONPAUL,
663,,,RSUNDAR,
664,,,NEECHEE,
665,,,ENTRY,
666,,,ROXIEANNE,
667,,,TEXASGOLFER,
668,100.0,female,ADINA,1.0
669,,,JOALNADI,
670,,,EBOB,
671,,,BBABUSR,
672,,,JIMZTUFF,
673,,,JUSTABOUTOVER,
674,,,CQSMITH,
675,,,ISAYIMNOTHERE,
676,,,DBECKER,
677,,,SEEKINGMARK,
678,,,SAUBW,
679,490.0,male,SYED,0.99
680,,,ARTGON,
681,,,FOSTERG,
682,,,NXS,
683,,,LEARNINGALLTHETIME,
684,,,MANNIB,
685,,,ROGERKNUDSEN,
686,,,YUECAI,
687,,,ZORNRA,
688,1.0,male,BOWMAN,1.0
689,,,TCRAKOU,
690,7.0,male,JAQUES,1.0
691,,,WFPJ,
692,,,CONTRARIANVALUEINVESTOR,
693,,,SUGADADDEE,
694,,,CLOTHESLINE,
695,,,BUDAPESTJS,
696,,,JOBERZUT,
697,,,ITSMEEXD,
698,,,MEHULCHAUDHARI,
699,,,AFIG,
700,,,RGATOR,
701,,,GOTHZILLA,
702,,,MAINEREASON,
703,,,SOPHIEMORAIS,
704,,,OBSERVANTOBSERVER,
705,,,AMIHEINES,
706,,,LINKTRANSL,
707,,,MJAMINIAN,
708,,,HOMECONNECTOR,
709,,,WCHILLMAN,
710,,,BINARYFAITH,
711,,,HAMERLING,
712,,,ELLENBET,
713,,,BASTIANZPICKS,
714,,,VLJONES,
715,,,JBCHAM,
716,,,DAASWAMPMAN,
717,,,MARIOMC,
718,,,ACITSAY,
719,,,KARCHLG,
720,,,WARRENSCHILD,
721,3.0,female,ALABAMA,1.0
722,,,HTHOMA,
723,,,BELLISSIMA,
724,,,ISSCHEN,
725,,,MHARPS,
726,,,BRINTGN,
727,,,BWWW,
728,,,BEDFORDNH,
729,,,SWEATERWEATHER,
730,,,JOJOMANJMAN,
731,,,ALPHAMANIA,
732,,,MOSTLYSNARK,
733,,,SUSEY,
734,,,TESSEN,
735,,,COOPDADDY,
736,,,WMKJOHSA,
737,,,RHOLCOMB,
738,,,BOSTONCANUCK,
739,,,DOCU,
740,,,PLANBEE,
741,2004.0,male,MEHMET,0.99
742,2.0,male,REDMOND,1.0
743,,,GOTTCHA,
744,,,JLINDY,
745,,,ROBMO,
746,,,CLEGASSE,
747,,,VNBAER,
748,,,SLACKERGUY,
749,,,NEDURAK,
750,,,RANDYLEEPUBLIC,
751,,,CLOUDKEN,
752,,,TBAKER,
753,,,SRMILL,
754,,,CKHL,
755,,,ANTONVER,
756,,,MACEURO,
757,,,CANADIANINVESTOR,
758,,,BLGDTODEATH,
759,,,TEATHANAS,
760,,,DOHLAND,
761,,,YELLOWHORNET,
762,,,CHRISATLANTIC,
763,,,SPARKCHASER,
764,,,LONGPURPLE,
765,,,STRATTITARIUS,
766,,,THELTON,
767,,,BANTY,
768,,,KTVGUY,
769,,,STEPONIT,
770,,,EAVEN,
771,,,BSUBLETTE,
772,28.0,female,SILVY,1.0
773,,,POPEBOB,
774,,,RHODYSBROKER,
775,44.0,female,MINNIE,0.98
776,,,COOLLARRY,
777,,,MEGABYTE,
778,,,TOPCRAFT,
779,,,CHUCKTY,
780,1.0,male,HELIOS,1.0
781,,,LUDACHRISHUNT,
782,,,BTHESAC,
783,,,SLIPPINGSLOTH,
784,,,ARVIDOS,
785,,,RUDIXXX,
786,,,JCBINNS,
787,1.0,male,TOMAX,1.0
788,2.0,male,PRATYUSH,1.0
789,,,FURMA,
790,,,RTHERE,
791,,,HABIKA,
792,,,TONOD,
793,,,HUCKDISC,
794,,,THABRIS,
795,,,MADFORMONEY,
796,,,ROCKSAREGOOD,
797,,,GENADE,
798,,,AEDEOIAD,
799,,,GRECOLAN,
800,,,DDONATO,
801,,,ECONOMYST,
802,,,TPARARAM,
803,,,DMFBIO,
804,5.0,male,KEMALETTIN,1.0
805,3.0,male,GB,0.67
806,,,NAVIGATE,
807,,,LADUZINSKI,
808,41.0,male,PIER,0.95
809,,,MORGANRACER,
810,6.0,male,ENOC,1.0
811,,,ALIGNTRO,
812,,,ENAMELFROG,
813,1.0,female,MARGEL,1.0
814,,,LUCKYLIBRA,
815,,,MACPOOR,
816,1.0,female,VELENO,1.0
817,,,BKSUNDAR,
818,,,ROGERMEXICO,
819,,,STEVENSLTANG,
820,,,ROLLERDUCK,
821,,,ROVIAN,
822,,,PABLOC,
823,,,SANCARLOS,
824,,,RLHARVEY,
825,27.0,male,C,0.74
826,3.0,female,DIRA,1.0
827,,,THEROSENGROUP,
828,,,BULLGER,
829,,,BUNGO,
830,,,OOSIK,
831,,,DAVISLAKE,
832,,,THEKEYMASTER,
833,,,PANZERMAN,
834,,,JPFEIFER,
835,,,SHLIF,
836,,,GREGGIE,
837,,,TIMTRICE,
838,,,REALESTATEVALUEINVESTOR,
839,,,SOBJEEKER,
840,,,HEXAGON,
841,,,CNW,
842,,,GEORGESTU,
843,,,FUD,
844,,,RUCKUS,
845,,,HANSCB,
846,,,HARRYCARYSGHOST,
847,,,BEPAL,
848,,,SUPERBRAIN,
849,,,THERZO,
850,,,TRADINGSTRATEGY,
851,,,PAST,
852,,,CIXASS,
853,,,DOMINICKSPEZ,
854,,,TESTFREAK,
855,,,SONTIN,
856,237.0,male,SANDRO,1.0
857,,,GLENWICK,
858,,,BLUESKIESLP,
859,,,RKAM,
860,,,SAMIZDAT,
861,,,VIRGILL,
862,,,GOLFWINESKI,
863,,,PHREDDY,
864,,,JMELECIO,
865,,,SCOTTYMCHOTY,
866,,,THUNDERBORNE,
867,,,WAYNEQ,
868,,,SUNNYSMA,
869,,,TARDX,
870,,,BURGER,
871,,,ENLIGHT,
872,,,BENTELY,
873,,,LONGDER,
874,,,XSANDER,
875,11.0,female,SIRIUS,0.73
876,,,MAXTHOR,
877,,,DREWMN,
878,,,KYELION,
879,,,MONRIO,
880,,,DOLLYG,
881,4.0,male,ENGELS,1.0
882,,,GSTANLEYJR,
883,,,STORMIN,
884,,,JIMJIMMAC,
885,,,ICEUPSON,
886,,,GUSLAREDO,
887,7.0,female,MB,0.71
888,,,THILLIOD,
889,,,MEDIATECHSALESPRO,
890,,,PENNINGTON,
891,1.0,male,OPTIMISTIC,1.0
892,,,TALLD,
893,,,COLORUNNER,
894,,,JJX,
895,,,TRADESIGHT,
896,,,KISSTPRICE,
897,,,ENDTHEIILUSION,
898,,,WTER,
899,,,PJIVERSEN,
900,,,ROLFHAHN,
901,,,TDINOLY,
902,,,RANDYHAGAN,
903,,,THEINCOMEBUCKET,
904,,,ANDYMONEY,
905,,,JDASWANI,
906,454.0,male,PAULO,1.0
907,,,JBORTHO,
908,,,AKNAHOW,
909,,,ROYN,
910,10.0,female,ACACIA,1.0
911,,,JFENLIN,
912,,,PINKSLIPS,
913,6.0,female,CHULA,0.83
914,,,JKNASIN,
915,,,LOOKINGLONGTERM,
916,,,TONYRWYNN,
917,,,CMHAGER,
918,,,MACKPLENTY,
919,,,POGOH,
920,,,HANDYBROWNONE,
921,,,JRSCULL,
922,,,KBUILDER,
923,1.0,male,PERSIAN,1.0
924,,,QUANDARYFX,
925,,,DALBERS,
926,,,SOGOTRADE,
927,,,KOSTYK,
928,,,MOZELTOV,
929,,,BULLBLOOD,
930,,,ABIABI,
931,,,MRPANICK,
932,,,MOKENA,
933,1.0,male,RIENK,1.0
934,,,NAMMAR,
935,,,JOJOWAN,
936,,,ORANGEBLOSSOM,
937,,,ASIANANALYST,
938,,,KGROEPPE,
939,,,XCER,
940,,,MOKSTER,
941,,,EDPEARLMAN,
942,,,IBIOTECH,
943,,,ADIOSHARRY,
944,,,HAPPYECONOMIST,
945,,,AVISO,
946,,,NYCPETE,
947,,,GONESURFIN,
948,,,MOSTWNR,
949,,,AREYOUSHORT,
950,,,SOONERJJ,
951,,,BLUEDRIVER,
952,,,BIOSNAKE,
953,,,ELDUENDE,
954,,,ROCKVINAYAK,
955,,,DTRAEGER,
956,,,JDBOWE,
957,,,DMCCOOL,
958,,,DANCINGFEAT,
959,,,JLBROWN,
960,,,LONELYBOY,
961,,,POKERPAINT,
962,,,GODEZHY,
963,,,TWOAXES,
964,27.0,female,HEENA,1.0
965,,,BEATLJUICE,
966,,,WSJTX,
967,,,CHEESEHUSKER,
968,,,COOLIN,
969,,,BRJOHNSTO,
970,,,PIERREJA,
971,,,PBFURN,
972,,,GEODIV,
973,,,THOUSANDACE,
974,34.0,male,KALYAN,1.0
975,,,VDIXIT,
976,431.0,female,FRANCES,0.99
977,,,ROCYANG,
978,,,ARMANDOKE,
979,,,MGOBES,
980,,,SLAMMEDTGS,
981,,,SPYTRDR,
982,,,LTCMMAC,
983,,,KOBIO,
984,,,GETTINGLONG,
985,,,HANSENA,
986,,,JPFACE,
987,,,SIGARMS,
988,,,SHOPPERJOHNS,
989,,,ACEXPLAINSITALL,
990,,,HAMRANHANSENHANSEN,
991,,,XIAMENBILL,
992,,,ACCOUNTANTGUY,
993,,,THEWALTZY,
994,,,BEEMEE,
995,,,JACKICULOUS,
996,,,CHFINNIE,
997,,,SHEILATHOMAS,
998,,,GEOFFREYT,
999,,,BILLFISK,
0,,,ZWER,
1,,,JJBBBE,
2,,,EXQUEEZEME,
3,,,TOMAVERY,
4,,,WARRIE,
5,,,COGUY,
6,,,YELPISEVIL,
7,,,ALIBIFARM,
8,,,NEWNNLY,
9,1.0,male,BIGSTU,1.0
10,,,TURAR,
11,,,ESMACKS,
12,8.0,male,SAJI,0.88
13,,,SWISSMAESTRO,
14,,,LENOVOOUTSIDER,
15,,,KELLIROSE,
16,,,MAMAOFBOYS,
17,,,JMIKEK,
18,59.0,male,JAD,0.98
19,,,FRENCHRKR,
20,,,DIPNOY,
21,,,LANPINNEY,
22,,,OTORINO,
23,,,FRACKINGTRUTH,
24,,,OKCSOONER,
25,,,KOSTEK,
26,,,MARKVP,
27,,,SMIERDA,
28,,,ZAPHED,
29,,,CHPLANET,
30,66.0,male,MATEUSZ,1.0
31,,,RETOOKS,
32,,,PHARMATOR,
33,,,KEEPDISCIPLINED,
34,,,SUMMITDOG,
35,,,DBARRYCOYLE,
36,,,HUSKYMANIACNY,
37,1.0,female,TRUCK,1.0
38,,,BUDDYGOEDE,
39,,,PMORICZ,
40,,,DOCPAUL,
41,,,OJAIPILOT,
42,83.0,female,DESI,0.83
43,,,WIMBLY,
44,,,PIEINMYFACE,
45,,,LPITZALIS,
46,,,WILFRA,
47,,,JUROBI,
48,,,ANDREWCSFAN,
49,,,AIRMARCUS,
50,3.0,male,DW,1.0
51,,,BEANMD,
52,,,CANNISMAXIMUS,
53,,,JOHNLENOR,
54,,,STOXFOX,
55,,,STRIPESMT,
56,,,CLEAV,
57,,,ERTHTRADER,
58,2.0,male,POWELL,1.0
59,,,DUBYADEEBEE,
60,,,NOSMOKING,
61,,,SPIFFMAN,
62,7.0,female,KARRY,0.71
63,,,EAGLETUCK,
64,,,PAULSALNIKER,
65,,,INVESTA,
66,,,STAPLES,
67,,,DUCKWISE,
68,,,LORENBLY,
69,,,KARDEL,
70,,,SWINGINGTHENYSE,
71,,,VALUEMATTERS,
72,,,ALICEWAN,
73,,,IDEASTORMER,
74,,,ZANDERXO,
75,1.0,male,NIGAM,1.0
76,,,DRAGONPAW,
77,1.0,male,DANIIL,1.0
78,,,NORTHTEXASINVESTOR,
79,,,SCOTTILLA,
80,,,JBENGIER,
81,,,ROCSELL,
82,,,LLKWILDCATT,
83,,,JMSPD,
84,1.0,female,SUMMA,1.0
85,,,SKAGWAY,
86,,,JAMISONLIKEPANCAKE,
87,,,ENTERSANDMANXX,
88,,,PLATINUMCHIP,
89,,,OMESHRIN,
90,,,SMITHWORKS,
91,,,KENTHOMAS,
92,,,ROKONY,
93,,,GODMODDER,
94,,,WOJTEKSZ,
95,,,KRAMPTO,
96,,,SECURITYJOE,
97,,,JOHHD,
98,,,GRICHTER,
99,,,MEECHE,
100,,,TEXASREPUBLIC,
101,,,GOUTTE,
102,,,VALUEPERSON,
103,14.0,female,YOON,0.5
104,,,MOHANR,
105,,,DCAMPO,
106,,,GEWEB,
107,,,SCULLZ,
108,,,ALLBENT,
109,,,DANIORWALT,
110,6.0,female,ANNU,1.0
111,,,VTREX,
112,,,BRETYLIUM,
113,,,LEAFSBUF,
114,,,MICKELSSON,
115,,,BBLOOMLU,
116,,,MARTYBAUER,
117,,,JUSTSTARTED,
118,,,PJM,
119,,,POLITUX,
120,,,ANBHAKAT,
121,,,ALEXCHUA,
122,,,JAAYD,
123,,,MOBIDUDE,
124,,,BIGBADANDUGLY,
125,,,CRAIGFISHER,
126,,,CIPHER,
127,,,PINGISH,
128,,,SZOLLASL,
129,,,GUSTFRANS,
130,,,LOVEDJAMES,
131,13.0,male,GREGORIUS,1.0
132,,,KEYOWNKNEE,
133,,,NOTREALLYSUNFUND,
134,,,MUSIC,
135,,,BYONDDRIVN,
136,,,SAWWW,
137,44.0,male,MAZHAR,1.0
138,,,CDNTRADER,
139,,,SNOOPEE,
140,,,STONETRADER,
141,,,SKEE,
142,1.0,female,ESSENTIAL,1.0
143,,,LUDICROUS,
144,,,VANSMACK,
145,,,UPANDCOMINGFORYOURMONEY,
146,5.0,female,UMM,1.0
147,,,DREAMLIGHTM,
148,,,MICHELWILNER,
149,,,BOBBYJENE,
150,,,CPYECPYE,
151,,,VOYTEKP,
152,,,ATROVARIOUS,
153,,,MONEYMULE,
154,,,SCHWACHS,
155,1.0,male,LOOSE,1.0
156,,,MAZATLON,
157,,,WOODROCKS,
158,,,PBLEU,
159,,,GERTWPOEL,
160,,,HAPEGUY,
161,,,SOUTHFUNDS,
162,,,SELLER,
163,,,KILGORIN,
164,1.0,female,PALLEY,1.0
165,1.0,male,PRETTYBOY,1.0
166,,,FLYSOON,
167,,,BLACTHORNPREVAILS,
168,,,MOLOKAIROCKY,
169,,,SURFINBOYO,
170,,,ARIDZONA,
171,,,BULFINCH,
172,,,ANZAAAH,
173,,,JANAPPLE,
174,,,HOUSAF,
175,,,MOTEK,
176,,,OALTHA,
177,,,EYSTEINH,
178,,,NVADMIN,
179,,,KEYOPPDOTCOM,
180,,,SANLUISDAVID,
181,,,JOHNHEIDERSCHEIT,
182,,,DADDYRABBIT,
183,640.0,male,RENE,0.85
184,,,ATULTULSHI,
185,,,RIERAJESUS,
186,4.0,male,HENDERSON,1.0
187,,,LEFTYMD,
188,,,ALBREESE,
189,,,SMADDOX,
190,,,DALINATER,
191,,,DONPIPORRO,
192,,,CRAZYISAY,
193,,,DYLANJ,
194,,,RAPRODUCER,
195,128.0,female,MILDRED,1.0
196,,,CHELVY,
197,,,TUDIABLO,
198,,,FOILART,
199,,,JFFORD,
200,,,FUSSYGROUP,
201,,,GMANG,
202,,,BOBMARKS,
203,,,RAYZMDAKARRTZMD,
204,,,DRILLBABYDRILL,
205,,,MJMWX,
206,,,INGMASI,
207,,,GETOUTQUICK,
208,,,STOCKMONGRAL,
209,,,JOHNONTHEROCK,
210,,,AIRMARINE,
211,,,HLASAGNA,
212,,,LENNETKANN,
213,,,CONTENTISKING,
214,,,GBUSSEY,
215,,,MCSUTHER,
216,,,WYF,
217,,,COUSARTJOHN,
218,,,VALUENUT,
219,,,SSSSSL,
220,,,BOBOJET,
221,,,MARJENBE,
222,,,PAULIO,
223,,,ERICALLYN,
224,,,SCHIMDO,
225,,,VDOLMSTEAD,
226,,,ONTHEFLOOR,
227,,,CADRE,
228,,,HELIKID,
229,,,PICKANDPRAY,
230,,,HEALTHYSKEPTICISM,
231,,,VALONGDZ,
232,,,MEMPHISINVESTOR,
233,,,GHILLS,
234,,,HEATHROW,
235,,,FLYTOWIN,
236,,,BYLOE,
237,,,TAMPADOUGER,
238,,,RAIDP,
239,,,PHXCPA,
240,,,ANGLESIDESIDE,
241,,,OCFRICK,
242,,,LSGUITARS,
243,,,ANAYAP,
244,,,MEOSS,
245,,,JOEKANE,
246,,,DARYLFS,
247,,,SMARIO,
248,,,TDPOLLAN,
249,49.0,male,TRENTON,1.0
250,7.0,male,REEL,1.0
251,,,LINDSAYGDURHAM,
252,,,CREATIVECHARACTER,
253,,,EGAD,
254,,,REINKO,
255,,,POSTAM,
256,,,TRUTTHSEEKER,
257,,,TOFFETA,
258,,,SSCUTCHEN,
259,18.0,male,ISAK,1.0
260,,,BALNC,
261,,,CCASSARA,
262,,,JBOGUSLAWSKI,
263,,,NICKKOTO,
264,,,BRIANCD,
265,,,TOLSTYK,
266,,,RAFIMAG,
267,3.0,male,KALUM,1.0
268,,,TINGYDANGOOTS,
269,,,TALLGUY,
270,,,BRONCO,
271,,,SDHOLLANDER,
272,,,FIGMO,
273,,,GEBBY,
274,,,TEKTONIKSHIFT,
275,,,YOSULL,
276,,,NERUE,
277,,,TMAXJD,
278,,,STEVEAGOLF,
279,,,ERICGRANT,
280,1816.0,male,CRAIG,1.0
281,,,OPTIONYOUT,
282,,,REVAGENT,
283,,,MCUTHBERT,
284,,,HOSSFROMWMU,
285,,,UKPDX,
286,,,LARTISTA,
287,,,HYPERWONTON,
288,,,COSYBOB,
289,,,SJVAN,
290,,,HELLOV,
291,,,ANTIBODIAN,
292,,,DIRTDAWG,
293,,,POMMERAC,
294,,,MICHIDA,
295,,,BOOBALUU,
296,,,DJSHAGGGYD,
297,,,PKIPS,
298,,,DOCTECH,
299,,,BILLCAB,
300,,,RGGII,
301,288.0,male,BORIS,1.0
302,,,CWILLIAM,
303,,,BENGAL,
304,,,ABBOYCE,
305,,,BMATTHEWS,
306,,,WALLBERG,
307,,,UDAYODA,
308,,,VILLEK,
309,227.0,male,ROLANDO,1.0
310,,,MRPRICEISRIGHT,
311,,,JOHNATLEE,
312,,,GIGAOM,
313,,,BILLINGA,
314,,,CORMACJOHN,
315,,,TWALT,
316,,,DEEEF,
317,,,RKLINEFELTER,
318,,,GOSHUTES,
319,,,TELECOM,
320,,,GODINSG,
321,,,SKIKRAZI,
322,,,JACKWAGEN,
323,,,GRUMPYOS,
324,,,SEATLEVIEW,
325,,,BIKEMAVEN,
326,,,MULLET,
327,1.0,male,SUGIARTO,1.0
328,,,FORMEREMPL,
329,,,PMONCHO,
330,,,DEICHHOL,
331,,,OPPOPPIX,
332,,,LOEBA,
333,114.0,male,IMAD,1.0
334,,,SUSIEHK,
335,,,THESLOWLANE,
336,1.0,male,DESERT,1.0
337,,,JOHNNYACTION,
338,,,IANCHOV,
339,,,JLBR,
340,,,NSIDDIQUI,
341,4.0,male,HAREL,1.0
342,,,ABINGTON,
343,,,ROBLEWIS,
344,,,GENMONT,
345,,,VARTU,
346,,,SCHAUFELE,
347,,,GHODRATALEXNADER,
348,,,ROBENDHIRAN,
349,,,HESITATIONTWIST,
350,,,NAIMNC,
351,,,WEEJOHN,
352,,,OTTODIX,
353,,,BRUCEBOGART,
354,,,TOMONALPHA,
355,,,CHAMELEONADE,
356,,,FREEBEE,
357,,,DAXJOKER,
358,1245.0,male,RAFAEL,1.0
359,,,VALUEMIND,
360,,,RALTNJZ,
361,,,BARNONE,
362,,,AURAMANHATTAN,
363,,,KCLAWDOGG,
364,,,DEEE,
365,,,EEEEE,
366,,,SAMMIEHEALS,
367,56.0,male,A,0.59
368,,,ENSIE,
369,,,EISENGATOR,
370,,,BEARFAN,
371,,,BUYONUPTICK,
372,,,TECHFOREVER,
373,,,CARLEAST,
374,25.0,male,VON,0.76
375,25.0,female,JAX,0.72
376,28.0,male,ASI,0.68
377,,,JAMIEJAYTRADER,
378,,,ANATOLEW,
379,,,PAAPAA,
380,,,SYNSTELIEN,
381,,,LOSCAM,
382,,,PATORJK,
383,3.0,male,LAD,0.67
384,,,PALMINATOR,
385,,,PWRSHIFT,
386,,,REDBULL,
387,,,FIVEBUCKCHUCK,
388,,,GOKAKU,
389,,,NUMERZ,
390,,,HIMMELHUND,
391,,,DEAPPLEBY,
392,,,MICROMAIL,
393,,,JUSTAWFUL,
394,,,URGINGCAUTION,
395,3.0,male,JAHANZEB,1.0
396,,,ZIXIZIXI,
397,,,JBHOULE,
398,,,CHAIN,
399,,,IRAKLIONAS,
400,,,VALUEHUNTR,
401,,,DKOHN,
402,,,LICAPITALIST,
403,,,PERFORMDD,
404,,,LUCKIGUESS,
405,,,IZZYJONES,
406,1.0,male,NB,1.0
407,,,SHUASHOCK,
408,,,JOEYSAWA,
409,,,ONWARDS,
410,,,NOAHOFTHENORTH,
411,,,JOHNENASH,
412,,,AJFMD,
413,,,YEINKC,
414,,,ROTEXMAN,
415,1.0,female,REACH,1.0
416,,,RMG,
417,,,JETNATION,
418,,,VENKATSANKAR,
419,,,DOUGCO,
420,,,ALPHABEAN,
421,,,THESANDMAN,
422,,,GOTROPICAL,
423,,,WYNNFAN,
424,,,DOCFRANK,
425,,,BOWONWING,
426,,,DKOVES,
427,,,JCRANEUNLV,
428,,,THESTOCKOHOLIC,
429,,,POOHPOT,
430,,,ROSCHKE,
431,1.0,male,RVN,1.0
432,,,TCID,
433,,,ERICGASS,
434,,,SANIBEL,
435,,,ELEVATORSINC,
436,1.0,male,CARACAS,1.0
437,,,INSANEDOLT,
438,,,NEXTIY,
439,,,CSIHAWAII,
440,,,CRYSBALL,
441,,,GRUBS,
442,,,CPADERNI,
443,,,JDANDERSON,
444,,,ODINISAMU,
445,,,SANITYLOST,
446,,,JCLITOFF,
447,,,VIGMORE,
448,8.0,male,ATISH,1.0
449,,,TIMCO,
450,,,TACOMAFUNK,
451,,,WANDJII,
452,,,ALPHAPM,
453,,,SMORALES,
454,,,SPIELERMAN,
455,,,SKITO,
456,1.0,male,INNATE,1.0
457,,,FANOFFUN,
458,,,NOSTRADUMBASS,
459,,,SENSORHEAD,
460,1515.0,male,ADRIAN,0.97
461,129.0,male,NASSER,1.0
462,38.0,female,MARLENY,1.0
463,,,RICHARDLEOF,
464,,,RIWAJSHERCHAN,
465,,,PLCOMBS,
466,,,ALYMIN,
467,,,WVFAN,
468,,,EWEBALL,
469,,,SKYSTEVE,
470,7.0,male,MEET,1.0
471,,,DJLPHD,
472,,,MAKINOUT,
473,,,TAPERX,
474,,,LINDWOOD,
475,,,TSANTAY,
476,,,AUTOREGRESSIVE,
477,,,SHERLOCC,
478,,,RICHARDEF,
479,,,NEGUS,
480,,,MOTORCYCLIST,
481,,,RATIONALONE,
482,,,CHARLENEADAVIDSON,
483,,,ECONOMICS,
484,,,BESTPICK,
485,,,TCPNYC,
486,,,JCANNELL,
487,,,MIKEOINSATX,
488,,,HAAG,
489,,,EXITRAMP,
490,11.0,female,BRINDLE,1.0
491,,,MEASSASSIN,
492,,,FALCONFLIGHT,
493,,,ABUKK,
494,4.0,male,OLUWOLE,1.0
495,,,RAYNORWAHL,
496,1.0,male,BRIAR,1.0
497,,,STOPLESS,
498,,,CONNED,
499,,,THATSCAPITAL,
500,,,KATESR,
501,,,INFLATIONHEDGE,
502,,,ALPHADOMINANCE,
503,,,DANWULKER,
504,,,MARKOVIDO,
505,,,MIFFMOLE,
506,,,QUALITYRESEARCH,
507,,,PASSTHEPUCK,
508,,,DSCHANLAUB,
509,,,MICHELSEEKINGALPHA,
510,,,SSQUARED,
511,,,CORSAIR,
512,,,MAGGIES,
513,,,OMYFUDGE,
514,,,KVICKAN,
515,,,LBSAND,
516,,,SUNNYS,
517,,,VALLEYMARK,
518,4440.0,female,MARY,1.0
519,,,SHKAH,
520,,,ITUCHWON,
521,,,HYUNES,
522,,,NOISE,
523,,,MORTAKYE,
524,,,SUNNYEH,
525,,,THEJONNYBOY,
526,,,GUPPYPA,
527,,,TOMINSOCAL,
528,,,THESCEPTICSCIENTIST,
529,,,BANKBANK,
530,,,CONTRATH,
531,,,THETOAD,
532,,,JONNYSHOCKO,
533,,,BRRR,
534,,,GAMALBURHUM,
535,,,EYESEEU,
536,,,MKOPSTEIN,
537,7.0,male,JERRICK,1.0
538,,,BIOSTOCKPICKSHELPRETIREMENT,
539,,,HOOCHEE,
540,,,ILIKETOHEDGE,
541,,,MONIDAMI,
542,,,GJBROKER,
543,1.0,male,KRAVEN,1.0
544,,,DJACKSON,
545,,,WHODATNATION,
546,,,TNAC,
547,,,DENSIRI,
548,,,KARSTA,
549,,,AMESTIEDEMAN,
550,4.0,male,NAP,0.75
551,16.0,male,BURTON,0.94
552,,,BEKLEIN,
553,,,CICEROS,
554,,,ALTABC,
555,17.0,male,NIKOLAOS,1.0
556,,,EDALKZ,
557,426.0,male,GEOFF,0.99
558,,,PREMARUPA,
559,2.0,female,VERYAN,1.0
560,2.0,male,DITTO,1.0
561,,,DGGEIS,
562,,,OMART,
563,,,JOHNOSTE,
564,,,JONKEVINLAI,
565,,,MISERABLEOLDFART,
566,,,DISSOLVED,
567,,,FDEVAULT,
568,,,SHIPUNDIT,
569,,,RYBOSWORLD,
570,2.0,female,RIME,1.0
571,,,GOOTER,
572,,,JONGROWS,
573,623.0,female,PAIGE,1.0
574,,,LOSTIN,
575,,,WOULDBEGURU,
576,,,WARNIN,
577,,,KILLAHCHEESE,
578,,,MATHLOVER,
579,,,REXMOND,
580,,,OKDON,
581,,,NYJOHNGREY,
582,,,KILTIE,
583,,,CHUCKIESCHWAB,
584,,,FAMILYTART,
585,,,ACKUP,
586,,,JAYMANXX,
587,,,WEEKENDMOE,
588,,,GONZOIII,
589,,,TREYANAS,
590,,,SCOUPE,
591,,,DKSTOCKS,
592,,,OGDENOGRE,
593,,,SKILLED,
594,,,DMCHAD,
595,,,OCHAH,
596,,,MABELLEMONEY,
597,,,USIAH,
598,,,CAPITALMANAGER,
599,1.0,male,ASKER,1.0
600,,,JACKALOUPE,
601,,,HERBSTHEWERD,
602,7.0,male,SHMULIK,1.0
603,,,DRVAX,
604,,,LANNYRYAN,
605,,,FCPAL,
606,,,PAPASCHAEF,
607,,,JAYDH,
608,,,YOURFUNERALGUY,
609,,,FINGBUCKO,
610,,,LLIGRUTS,
611,,,LOUFELICE,
612,8.0,female,SALO,0.63
613,,,TOMMYGRS,
614,,,SOTHEBY,
615,,,NYUKFUI,
616,,,MATTHANDLEY,
617,,,FCI,
618,4.0,female,EVIN,0.5
619,,,PCSHEDIAC,
620,,,AGGLEBERT,
621,,,BERTRYDER,
622,,,FAILFAST,
623,79.0,male,ZAIN,0.94
624,,,VALUNVSTR,
625,,,TONIPORTER,
626,,,NAUPRILLION,
627,,,JOHNLOCKE,
628,,,BARTCRIDER,
629,,,TICKERFACE,
630,1.0,female,RCA,1.0
631,,,JFUTRAL,
632,,,CAFILLY,
633,,,EVERFOXY,
634,,,SIHUDSON,
635,,,INQUISITIVEMIND,
636,,,VKSEEK,
637,,,OPTIONCHART,
638,,,TYZELR,
639,,,BMWAGNER,
640,5.0,female,MILOU,1.0
641,,,EAGLESNEST,
642,,,SHADYGRAEME,
643,,,JIMMRI,
644,,,SMISCHMAN,
645,,,EMALP,
646,,,GEORGEMILFORD,
647,,,JSLIU,
648,,,DRTWOLF,
649,,,BRUMMIE,
